Proteins,ECC,CC,GO,SubCell
YOR374W,0.061877647,1,0.001171094,0
YMR095C,0,0,0,0
YLR194C,0,0,0,0
YKL110C,0.100661715,0.116666667,0.003296677,0
YJL074C,0,0,0,0
YEL009C,0,0,0,0
YOR311C,0,0,0,0
YMR282C,0.095591765,0.142857143,0.003216448,0
YMR094W,0,0,0,0
YKL070W,0,0,0,0
YIL085C,0,0,0,0
YNL024C,0,0,0,0
YLR355C,0,0,0,0
YDR385W,0,0,0,0
YJL026W,0,0,0,0
YPL052W,0.403791608,1,0.006009167,0
YMR218C,0,0,0,0
YFR038W,0,0,0,0
YJL107C,0,0,0,0
YDR086C,0,0,0,0
YMR020W,0,0,0,0
YHL009W-A,0,0,0,0
YGR207C,0,0,0,0
YFL051C,0,0,0,0
YLR233C,0,0,0,0
YGR117C,0,0,0,0
YML062C,0,0,0,0
YDL107W,0,0,0,0
YDR342C,0.089273508,0.272727273,0.003427592,0
YOR069W,0,0,0,0
YFL049W,0,0,0,0
YDR062W,0.004120399,0.333333333,0.000666476,0
YBR173C,0.059619083,0.320512821,0.014971913,0
YJL183W,0,0,0,0
YHL017W,0,0,0,0
YEL018W,0,0,0,0
YMR101C,0.009163409,0.166666667,0.000714082,0
YGL095C,0.031923923,0.163636364,0.003023469,0
YJR104C,0,0,0,0
YNL231C,0.011095955,0.107142857,0.001632073,0
YLR261C,0,0,0,0
YMR071C,0,0,0,0
YLR167W,0,0,0,0
YGR142W,0,0,0,0
YDR071C,0.029559385,0.055555556,0,0
YER105C,0,0,0,0
YGL092W,0,0,0,0
YPR149W,0,0,0,0
YOR383C,0,0,0,0
YJL066C,0,0,0,0
YDL183C,0.00580227,0.2,0.001785204,0
YER023W,0.005712255,0.035714286,0.000618871,0
YIL132C,0,0,0,0
YBR065C,0,0,0,0
YGL105W,0,0,0,0
YKL117W,0,0,0,0
YLR409C,0.013651683,0.066666667,0.001142531,0
YBR175W,0,0,0,0
YCR075C,0,0,0,0
YFL065C,0,0,0,0
YMR319C,0.013718989,0.054545455,0.000952109,0
YJL148W,0.016750318,0.1,0.000647434,0
YOR045W,0.024766979,0.266666667,0.00533181,0
YOR023C,0.403791608,1,0.008547218,0.15625
YDR246W,0,0,0,0
YHR211W,0.007086575,0.095238095,0,0
YOR231W,0,0,0,0
YMR177W,0,0,0,0
YJR048W,0.047119626,0.035573123,0.005884033,0
YLR291C,0,0,0,0
YMR212C,0,0,0,0
YNL013C,0.013301723,0.066666667,0,0
YMR065W,0,0,0,0
YJL179W,0.007567203,0.333333333,0,0
YGR192C,0.003404364,0.095238095,0.002320765,0
YJR145C,0.000892359,0.166666667,0,0
YHL029C,0,0,0,0
YDR337W,0,0,0,0
YML060W,0,0,0,0
YDR478W,0,0,0,0
YBR141C,0,0,0,0
YKL150W,0,0,0,0
YLR153C,0,0,0,0
YIL053W,0,0,0,0
YAL051W,0.012041206,0.428571429,0.001033718,0
YPR070W,0.65462228,0.171634615,1,0
YMR078C,0.014672656,0.5,0.001809007,0
YGR238C,0,0,0,0
YGR170W,0,0,0,0
YGR193C,0.06050142,0.040336134,0.016399335,0
YLR347C,0.006995032,1,0.001037799,0
YOR062C,0,0,0,0
YPL266W,0.106413787,0.5,0.000535561,0
YLR396C,0,0,0,0
YFL013C,0,0,0,0
YCR011C,0,0,0,0
YJL081C,0,0,0,0
YDL042C,0,0,0,0
YER028C,0,0,0,0
YPR003C,0,0,0,0
YJL100W,0,0,0,0
YER104W,0.095443477,0.285714286,0.004983569,0
YKR059W,0,0,0,0
YHR039C,0,0,0,0
YMR270C,0,0,0,0
YPR123C,0,0,0,0
YIL023C,0,0,0,0
YIL150C,0,0,0,0
YNR073C,0.013543573,0.022222222,0.000714082,0
YDR277C,0,0,0,0
YIL077C,0.148539111,0.357142857,0.003521443,0
YIL021W,0,0,0,0
YDR409W,0.053518045,0.046783626,0.003195541,0
YER006W,0,0,0,0
YDR331W,0,0,0,0
YCR053W,0,0,0,0
YLR435W,0,0,0,0
YOL002C,0,0,0,0
YMR166C,0.095371712,0.277777778,0.013643721,0
YMR199W,0.01255512,0.166666667,0,0
YOR038C,0.025547628,0.6,0.000571265,0
YLR275W,0.004039639,0.005291005,0.000267781,0
YDL100C,0,0,0,0
YER123W,0,0,0,0
YJL178C,0,0,0,0
YNL016W,0.027222786,0.2,0.000639927,0
YOL123W,0,0,0,0
YGL120C,0,0,0,0
YOR250C,0,0,0,0
YGR122W,0.023425018,0.071428571,0.000714082,0
YLR025W,0,0,0,0
YGR294W,0.1187268,0.222222222,0.005427021,0
YFL059W,0,0,0,0
YHL033C,0.026012259,0.1,4.76E-05,0
YNL032W,0.010318913,0.019047619,0.001097192,0
YER125W,0.003286082,0.166666667,0.00428449,0
YJL218W,0,0,0,0
YGR033C,0,0,0,0
YJL210W,0,0,0,0
YJL140W,0,0,0,0
YPR108W,0,0,0,0
YER161C,0.025735553,0.19047619,0.00428449,0
YNR053C,0,0,0,0
YDR463W,0,0,0,0
YLR265C,0,0,0,0
YDR346C,0.016750318,0.1,0.000444317,0
YPL059W,0,0,0,0
YPL094C,0,0,0,0
YPL132W,0,0,0,0
YFL025C,0,0,0,0
YGL258W,0,0,0,0
YKL106W,0,0,0,0
YML042W,0,0,0,0
YLR077W,0,0,0,0
YKL188C,0,0,0,0
YPL144W,0,0,0,0
YPR047W,0.033694787,0.142857143,0.005084262,0
YFR052W,0,0,0,0
YGL220W,0,0,0,0
YDR127W,0,0,0,0
YPR176C,0,0,0,0
YGR174C,0.096320795,0.321428571,0.004386048,0
YFL009W,0.094590033,0.5,0,0
YOR321W,0.071083896,0.091666667,0.002223545,0
YJR060W,0,0,0,0
YBL052C,0.033782155,0.333333333,0.000457012,0
YBR185C,0.05675402,0.057142857,0.001166333,0
YGL153W,0.002516188,0.1,0.000408047,0
YDL055C,0,0,0,0
YBR152W,0.035471262,0.166666667,0,0
YCL019W,0.084117565,1,0,0
YDR097C,0,0,0,0
YCL069W,0.033514514,0.02173913,0.001160571,0
YHR041C,0.005043699,0.1,0.000571265,0
YGL170C,0,0,0,0
YOR087W,0.053185726,0.138888889,0.00742645,0
YFR008W,0,0,0,0
YIR044C,0,0,0,0
YMR230W,0,0,0,0
YDR377W,0,0,0,0
YDL028C,0,0,0,0
YLR406C,0.072231453,0.320512821,0.020075897,0
YMR038C,0,0,0,0
YHR209W,0.038695923,0.007177033,0.011835621,0
YML064C,0.018466997,1,0.000285633,0
YPL001W,0,0,0,0
YMR030W,0.037576582,0.358974359,0.00679981,0
YMR312W,0,0,0,0
YDL067C,0,0,0,0
YIL122W,0.035471262,0.333333333,0.000238027,0
YHL003C,0.051793288,0.111111111,0.008672228,0
YER149C,0,0,0,0
YOR225W,0,0,0,0
YMR228W,0,0,0,0
YPR199C,0,0,0,0
YMR289W,0,0,0,0
YDR349C,0,0,0,0
YLL017W,0,0,0,0
YLR123C,0,0,0,0
YBL002W,0,0,0,0
YLR131C,0,0,0,0
YCL009C,0.012668308,0.133333333,0.000714082,0
YKL037W,0,0,0,0
YNL308C,0,0,0,0
YGL249W,0.00286781,0.5,0.003284776,0
YGR054W,0,0,0,0
YML116W,0,0,0,0
YDR221W,0,0,0,0
YIL110W,0.061780771,0.238095238,0.003189565,0.125
YKR037C,0.000873544,0.066666667,0.000578066,0
YEL041W,0,0,0,0
YER036C,0,0,0,0
YML088W,0.019706257,0.066666667,0,0
YDR227W,0.440348133,0.143617021,0.052168698,0.05
YKL113C,0,0,0,0
YKR035C,0,0,0,0
YKR104W,0,0,0,0
YDL209C,0.018918007,0.333333333,0.000856898,0
YDL230W,0,0,0,0
YDL165W,0,0,0,0
YKL174C,0.024323151,0.1,0.000163219,0
YOR109W,0,0,0,0
YNL230C,0,0,0,0
YHR049W,0,0,0,0
YDR395W,0,0,0,0
YLR112W,0.09299504,0.055172414,0.02019423,0
YPL070W,0,0,0,0
YGR111W,0,0,0,0
YOR043W,0,0,0,0
YGL147C,0.011498926,0.166666667,0.000714082,0.025
YGL096W,0,0,0,0
YLR213C,0,0,0,0
YFL056C,0,0,0,0
YHR170W,0.01152816,0.066666667,0.00078889,0
YPR185W,0,0,0,0
YNL191W,0,0,0,0
YPL245W,0,0,0,0
YMR195W,0.036723189,0.111111111,0.001423424,0
YJR090C,0,0,0,0
YJL182C,0,0,0,0
YPR134W,0.003054865,1,0,0
YOR296W,0,0,0,0
YMR155W,0.090014533,0.466666667,0.005603841,0
YDR369C,0,0,0,0
YOR176W,0,0,0,0
YDR281C,0,0,0,0
YGL225W,0,0,0,0
YOL127W,0.089796423,0.320261438,0.020984324,0
YKL048C,0,0,0,0
YJL180C,0.173354628,0.274853801,0.033623046,0.05625
YER173W,0,0,0,0
YBR154C,0.036923812,0.036842105,0.001685666,0
YMR032W,0,0,0,0
YHR105W,0,0,0,0
YNL188W,0,0,0,0
YDR151C,0,0,0,0
YIL050W,0,0,0,0
YKR080W,0,0,0,0
YJR007W,0.009749411,0.066666667,0.000342759,0
YDR469W,0,0,0,0
YGL091C,0.030650096,0.285714286,0.001728884,0
YDL077C,0.044930266,0.107142857,0.00026523,0
YIL105C,0.035719313,0.083333333,0,0
YLR324W,0.005527989,0.333333333,0.000685518,0
YPR164W,0,0,0,0
YNL133C,0,0,0,0
YEL042W,0,0,0,0
YEL011W,0,0,0,0
Q0275,0,0,0,0
YJL091C,0.003716037,0.066666667,0.000618871,0
YLR305C,0,0,0,0
YER021W,0.403791608,1,0.006276665,0
YDR407C,0,0,0,0
YOR271C,0,0,0,0
YPL112C,0,0,0,0
YGL071W,0,0,0,0
YFR034C,0.396458684,0.460144928,0.079289251,0
YDL003W,0.071777449,0.033613445,0.005343204,0
YNL118C,0,0,0,0
YLR357W,0.023181351,0.205128205,0.007004801,0
YDL155W,0.091887461,0.4,0.001770923,0.05
YHR005C-A,0.053804068,0.607142857,0.003677789,0
YLR212C,0,0,0,0
YGR161C,0,0,0,0
YGR047C,0.020269293,0.333333333,0.000952109,0
YBR079C,0,0,0,0
YLR205C,0.030691707,0.8,0.006533847,0
YLR032W,0,0,0,0
YPL183W-A,0,0,0,0
YLR211C,0,0,0,0
YBR018C,0,0,0,0
YDR267C,0.334663608,0.442687747,0.033641749,0
YDR254W,0.031924136,0.166666667,0.000642674,0
YPL002C,0,0,0,0
YKL156W,0,0,0,0
YML090W,0,0,0,0
YFL067W,0,0,0,0
YNL316C,0,0,0,0
YJR144W,0.055121407,0.266666667,0.00271351,0
YJR159W,0.035254058,0.7,0.03313339,0
YOR188W,0.035471262,0.166666667,0.001499572,0
YML058W,0.024841807,0.357142857,0.005784062,0
YLR110C,0,0,0,0
YDR460W,0,0,0,0
YDR528W,0.01051761,0.107142857,0.001069731,0
YKR030W,0.260638948,0.048285048,0.047195132,0
YLR330W,0.075560031,0.285714286,0.008054841,0
YHR012W,0.063848272,0.666666667,0.001445165,0
YOR310C,0.008127685,0.666666667,0.001285347,0
YNL293W,0,0,0,0
YJL121C,0.532191218,0.544615385,0.048350341,0
YML124C,0,0,0,0
YJR119C,0.009594851,0.666666667,0.001604984,0
YPR023C,0,0,0,0
YOL103W-B,0,0,0,0
YPR058W,0,0,0,0
YMR144W,0,0,0,0
YLR374C,0,0,0,0
YHR015W,0,0,0,0
YER019C-A,0,0,0,0
YNR066C,0,0,0,0
YML133C,0,0,0,0
YDL054C,0,0,0,0
YOL080C,0,0,0,0
YOR315W,0,0,0,0
YOL022C,0.062511518,0.090909091,0.004223283,0
YIL106W,0,0,0,0
YDR516C,0,0,0,0
YDL096C,0,0,0,0
YDR164C,0.056500654,0.142857143,0,0
YGL206C,0.046652882,0.466666667,0.002285061,0
YER018C,0,0,0,0
YPL140C,0.037498192,0.333333333,0.002380272,0
YML098W,0.040739272,0.005742574,0.009603832,0
YER022W,0.14458663,0.030729359,0.027928343,0
YPL031C,0,0,0,0
YDR497C,0,0,0,0
YOL073C,0.01302391,0.2,0.000652875,0
YMR049C,0,0,0,0
YDL166C,0,0,0,0
YDL062W,0,0,0,0
YBL006C,0,0,0,0
YCR068W,0,0,0,0
YDR446W,0,0,0,0
YDR494W,0,0,0,0
YDR420W,0,0,0,0
YJL192C,0.02837701,0.1,0.00078889,0
YPR024W,0,0,0,0
YNL258C,0.020269293,0.047619048,0,0
YHR161C,0,0,0,0
YBR273C,0.578151574,0.857142857,0.018550255,1
YDR145W,0,0,0,0
YDL157C,0,0,0,0
YOR274W,0,0,0,0
YNL050C,0,0,0,0
YIL136W,0.018560477,0.090909091,0.004265448,0
YDR148C,0,0,0,0
YML120C,0.020910681,0.2,0.002523089,0
YJR086W,0.046260175,0.166666667,0.002294129,0
YGR135W,0,0,0,0
YMR253C,0,0,0,0
YLR252W,0,0,0,0
YNL120C,0,0,0,0
YOR024W,0,0,0,0
YOL027C,0.020181925,0.166666667,0.000798644,0
YLL050C,0.023618543,0.25,0.002382888,0
YML094C-A,0,0,0,0
YDR182W,0,0,0,0
YLR440C,0,0,0,0
YKR083C,0,0,0,0
YOR044W,0.039969917,0.422222222,0.002630201,0
YER177W,0,0,0,0
YDR082W,0.015591764,0.333333333,0.000758225,0
YDR390C,0.035540814,0.666666667,0,0
YDR139C,0,0,0,0
YER010C,0,0,0,0
YKL075C,0.037221792,0.333333333,0,0
YDL195W,0,0,0,0
YDL110C,0,0,0,0
YML035C,0,0,0,0
YKL050C,0,0,0,0
YCL001W,0,0,0,0
YGL157W,0.266306503,0.325396825,0.042755873,0
YOL012C,0,0,0,0
YLR236C,0.119222854,0.25,0.004570123,0.025
YMR203W,0,0,0,0
YNL182C,0,0,0,0
YML082W,0,0,0,0
YML075C,0,0,0,0
YPL164C,0,0,0,0
YDR351W,0,0,0,0
YHR156C,0,0,0,0
YMR112C,0,0,0,0
YBR067C,0,0,0,0
YGR205W,0,0,0,0
YAL033W,0,0,0,0
YPL022W,0.043635283,0.333333333,0,0
YPR028W,0.118216361,0.181818182,0,0
YPR181C,0,0,0,0
YGL039W,0,0,0,0
YDL108W,0.00822381,0.055555556,0,0
YNL218W,0.023647508,0.166666667,0.000635533,0
YJL054W,0,0,0,0
YOR030W,0.004742495,0.1,0,0
YBL066C,0,0,0,0
YKL052C,0,0,0,0
YBR221C,0,0,0,0
YGR243W,0,0,0,0
YLR239C,0,0,0,0
YMR310C,0,0,0,0
YBR213W,0,0,0,0
YGR045C,0.059556816,0.080882353,0.000573862,0
YNL094W,0,0,0,0
YFR045W,0,0,0,0
YHR151C,0,0,0,0
YGL035C,0,0,0,0
YPL263C,0,0,0,0
YDR518W,0,0,0,0
YNL066W,0,0,0,0
YJL120W,0.002111935,0.333333333,0,0
YDL223C,0.01347358,0.066666667,0,0
YDR508C,0,0,0,0
YOL142W,0.008215399,0.2,0.001999429,0
YNL291C,0,0,0,0
YNL110C,0,0,0,0
YGR042W,0,0,0,0
YIL117C,0.003762104,0.1,0.000571265,0
YIR008C,0,0,0,0
YBL098W,0,0,0,0
YLR250W,0,0,0,0
YKL051W,0,0,0,0
YGL154C,0.011860126,0.025641026,0,0
YOL004W,0,0,0,0
YGL062W,0.013795984,0.043290043,0.001676392,0
YHR178W,0,0,0,0
YCL052C,0,0,0,0
YLR429W,0,0,0,0
YLR002C,0,0,0,0
YER032W,0.224255239,0.094594595,0.018613616,0
YER112W,0,0,0,0
YGR196C,0,0,0,0
YLR206W,0,0,0,0
YHR177W,0.072062732,0.063241107,0.002913113,0
YBR094W,0.109777277,0.136842105,0.005167396,0
YDL074C,0,0,0,0
YCR040W,0,0,0,0
YIL135C,0,0,0,0
Q0250,0,0,0,0
YAR009C,0,0,0,0
YNL093W,0,0,0,0
YOL119C,0.013919449,0.3,0.003354793,0
YDR320C,0,0,0,0
YGR126W,0,0,0,0
YJL024C,0,0,0,0
YGR277C,0,0,0,0
YDL211C,0.142744552,0.035028249,0.023276312,0
YDL017W,0,0,0,0
YGR269W,0,0,0,0
YDR013W,0,0,0,0
YDR434W,0,0,0,0
YMR097C,0,0,0,0
YDL238C,0,0,0,0
YMR019W,0.000873544,0.333333333,0.001999429,0
YMR266W,0,0,0,0
YMR181C,0.004039639,0.2,0,0
YLR309C,0.031924136,0.166666667,0.000856898,0
YMR077C,0,0,0,0
YOL133W,0,0,0,0
YPL013C,0,0,0,0
YBL010C,0,0,0,0
YIR042C,0.034449304,0.031578947,0.027420737,0
YBR270C,0.049351322,0.031620553,0.001175174,0
YDR477W,0,0,0,0
YNL015W,0,0,0,0
YOL110W,0,0,0,0
YFR021W,0,0,0,0
YGL102C,0,0,0,0
YIL098C,0.001589183,0.166666667,0,0
YNR071C,0.038426227,0.051470588,0.002482284,0
YHR158C,0.621848609,0.639705882,0.01414443,0
YBR081C,0,0,0,0
YER131W,0,0,0,0
YGL149W,0,0,0,0
YGR036C,0,0,0,0
YJL170C,0,0,0,0
YBR248C,0,0,0,0
YLR354C,0,0,0,0
YCL011C,0,0,0,0
YGR169C,0,0,0,0
YMR056C,0.091381488,0.333333333,0.000856898,0
YDL143W,0.041383139,0.333333333,0.002570694,0
YER070W,0.080401528,0.3,0.000342759,0
YAR008W,0,0,0,0
YDR492W,0,0,0,0
YER094C,0.013543573,1,0.000489656,0
YOL078W,0,0,0,0
YOR252W,0,0,0,0
YGR052W,0.106052547,0.257575758,0.006141103,0
YCR088W,0.020178461,0.054945055,0.002761116,0
YNL084C,0.044099565,0.361111111,0.01013758,0
YPL115C,0,0,0,0
YGR041W,0,0,0,0
YGR145W,0.002516188,0.333333333,0.000571265,0
YHR216W,0,0,0,0
YOR233W,0,0,0,0
YBR134W,0,0,0,0
YNR039C,0.275499894,0.484848485,0.054974769,0
YJL013C,0.574097715,0.742857143,0.013071053,0
YHR099W,0.177879286,0.054078014,0.018508997,0
YDR363W,0,0,0,0
YGL053W,0,0,0,0
YHL025W,0.501302927,0.977777778,0.007026564,0
YDR118W,0,0,0,0
YMR316W,0.248550031,0.233201581,0.019281906,0
YDR378C,0,0,0,0
YBR250W,0,0,0,0
YBR105C,0,0,0,0
YGR219W,0,0,0,0
YHL049C,0,0,0,0
YNL096C,0,0,0,0
YHR169W,0,0,0,0
YDR248C,0.015698389,0.25,0.005312768,0
YGR105W,0,0,0,0
YDR130C,0,0,0,0
YGL252C,0,0,0,0
YDR229W,0,0,0,0
YKR040C,0,0,0,0
YLL024C,0.076854402,0.666666667,0,0
YDR261W-B,0,0,0,0
YPR104C,0,0,0,0
YOR073W,0,0,0,0
YCR087W,0,0,0,0
YOR370C,0,0,0,0
YKR094C,0.006334154,1,0.000761687,0
YER002W,0,0,0,0
YDL112W,0,0,0,0
YBR078W,0,0,0,0
YCR028C,0,0,0,0
YMR072W,0,0,0,0
YOR366W,0,0,0,0
YKR086W,0,0,0,0
YNR016C,0,0,0,0
YHR073W,0,0,0,0
YIL124W,0,0,0,0
YPR071W,0,0,0,0
YMR246W,0,0,0,0
YGL126W,0.001819039,0.166666667,0.000642674,0
YBR121C,0.077417438,0.285714286,0.000571265,0
YDR244W,0,0,0,0
YJL202C,0,0,0,0
YML037C,0,0,0,0
YCL063W,0.016891077,0.066666667,0.002142245,0
YCR038C,0.002299052,0.044444444,0.003213368,0
YCL037C,0,0,0,0
YMR064W,0,0,0,0
YNR001C,0,0,0,0
YHR147C,0,0,0,0
YDR003W,0,0,0,0
YPR179C,0,0,0,0
YKL122C,0.024675661,0.015810277,0.000611838,0
YIR038C,0.02837701,0.133333333,0.001904218,0
YDR100W,0,0,0,0
YJL143W,0,0,0,0
YER179W,0,0,0,0
YLR094C,0,0,0,0
YDL050C,0,0,0,0
YER184C,0,0,0,0
YNL027W,0,0,0,0
YGL180W,0,0,0,0
YLR416C,0,0,0,0
YIL032C,0.001978356,0.1,0,0
YEL068C,0,0,0,0
YLR183C,0,0,0,0
YMR237W,0,0,0,0
YML017W,0,0,0,0
YML104C,0,0,0,0
YFR042W,0.022835988,0.095238095,0.000321337,0
YMR089C,0.00588464,0.142857143,0.002148837,0
YNL097C,0,0,0,0
YFL027C,0,0,0,0
YOR336W,0,0,0,0
YDR133C,0,0,0,0
YDL023C,0,0,0,0
YBR048W,0,0,0,0
YHR026W,0,0,0,0
YGR057C,0.090789541,0.238095238,0.00183757,0.025
YGR082W,0.043344112,0.5,0.001928021,0
YPR051W,0,0,0,0
YGR161C-C,0.025986358,0.028571429,0.000809293,0
YHL002W,0,0,0,0
YOR142W,0,0,0,0
YOR063W,0,0,0,0
YIL006W,0.052241383,0.25,0.001999429,0
YLR371W,0,0,0,0
YPL114W,0,0,0,0
YPL079W,0,0,0,0
YNL232W,0,0,0,0
YBL065W,0,0,0,0
YDL181W,0,0,0,0
YDL156W,0,0,0,0
YLR156W,0,0,0,0
YHR038W,0,0,0,0
YJL052W,0,0,0,0
YAR069C,0.005583808,0.4,0.00323717,0
YDR183W,0,0,0,0
YIL115C,0,0,0,0
YKL010C,0.032582306,0.133333333,0.001285347,0
YGR010W,0,0,0,0
YPR101W,0,0,0,0
YHR018C,0,0,0,0
YBR093C,0.008626866,0.238095238,0.011425307,0
YNL215W,0,0,0,0
YOL061W,0,0,0,0
YPR057W,0,0,0,0
YOL100W,0.142174341,0.448529412,0.07412168,0
YLL049W,0.025042105,0.009090909,0.007045606,0
YDL049C,0,0,0,0
YKL163W,0,0,0,0
YDL146W,0.101346464,0.238095238,0.006569552,0
YOR361C,0.197755121,0.213438735,0.01198514,0
YDR129C,0.057906269,0.08974359,0.002427878,0
YIL118W,0,0,0,0
YDR330W,0,0,0,0
YPR133C,0,0,0,0
YNL329C,0,0,0,0
YHR115C,0,0,0,0
YEL005C,0.083265048,0.040860215,0.004712939,0
YMR117C,0,0,0,0
YFR011C,0,0,0,0
YCL057W,0,0,0,0
YGL143C,0,0,0,0
YDR140W,0.041383139,1,0.001398868,0
YMR106C,0,0,0,0
YEL021W,0,0,0,0
YOR076C,0,0,0,0
YKL148C,0,0,0,0
YER103W,0,0,0,0
YNL241C,0,0,0,0
YCR095C,0,0,0,0
YHR014W,0,0,0,0
YKL138C,0,0,0,0
YHL034C,0,0,0,0
YHR117W,0,0,0,0
YPL108W,0,0,0,0
YBR061C,0,0,0,0
YER180C,0,0,0,0
YDR450W,0,0,0,0
YMR133W,0,0,0,0
YJL225C,0,0,0,0
YEL022W,0,0,0,0
YKR025W,0.070942525,0.333333333,0,0
YDR261W-A,0,0,0,0
YDR021W,0,0,0,0
YER065C,0,0,0,0
YHR119W,0,0,0,0
YBR041W,0,0,0,0
YKR091W,0.004433908,0.002016129,0,0
YDL153C,0.129723474,0.5,0,0
YOL090W,0,0,0,0
YIL061C,0.133766977,0.204678363,0.006609068,0
YKL079W,0.002955939,0.333333333,0.00095891,0
YOL068C,0,0,0,0
YDL087C,0.024323151,0.1,0,0
YDR027C,0,0,0,0
YHR092C,0,0,0,0
YNL266W,0,0,0,0
YGL214W,0,0,0,0
YPL064C,0,0,0,0
YKL034W,0,0,0,0
YGR178C,0.051630393,0.666666667,0.001809007,0
YPL095C,0,0,0,0
YJR023C,0.32511234,0.227956989,0.026532845,0
YFL037W,0,0,0,0
YHL046C,0.043519713,0.3,0.000976252,0
YJR068W,0,0,0,0
YGL152C,0,0,0,0
YLR019W,0.052685987,0.090909091,0.003437113,0.125
YBR217W,0,0,0,0
YGR214W,0,0,0,0
YHR011W,0,0,0,0
YGL110C,0,0,0,0
YHR145C,0,0,0,0
YNL194C,0,0,0,0
YKL029C,0.017922322,0.333333333,0.00060799,0
YOR217W,0.025259838,0.045454545,0.000207733,0
YLR293C,0,0,0,0
YGR016W,0,0,0,0
YNL178W,0.061515661,0.166666667,0.003222889,0
YGL084C,0,0,0,0
YPL005W,0,0,0,0
YMR239C,0.175826179,0.19047619,0.008612505,0
YDL132W,0,0,0,0
YKL041W,0,0,0,0
YLR246W,0.523075152,0.187782805,0.123245739,0.125
YMR048W,0,0,0,0
YLR106C,0.001600408,0.333333333,0,0
YLL065W,0,0,0,0
YGL238W,0,0,0,0
YIL113W,0,0,0,0
YJR120W,0,0,0,0
YIL119C,0,0,0,0
YPL260W,0,0,0,0
YDR490C,0,0,0,0
YNL205C,0.021958401,0.166666667,0.000571265,0
YLR438W,0.002475683,0.166666667,0.000689599,0
YGL116W,0,0,0,0
YDR341C,0,0,0,0
YHR071W,0,0,0,0
YOR348C,0.00412773,0.1,0.001237742,0
YER127W,0,0,0,0
YKR032W,0,0,0,0
YOL083W,0.063848272,0.333333333,0.001445165,0
YDL014W,0.002598275,0.166666667,0.001713796,0
YIL154C,0,0,0,0
YJR040W,0,0,0,0
YGL094C,0,0,0,0
YLR401C,0,0,0,0
YDR113C,0,0,0,0
YJL162C,0,0,0,0
YPL139C,0.066444862,0.178571429,0.001113967,0
YGR040W,0,0,0,0
YBL043W,0,0,0,0
YIR002C,0.469674207,0.510582011,0.092101576,0
YGL086W,0,0,0,0
YER040W,0,0,0,0
YMR074C,0,0,0,0
YML110C,0.011035504,0.333333333,0,0
YKL092C,0,0,0,0
YOR309C,0,0,0,0
YOR342C,0.065927759,0.323809524,0.013388877,0
YEL031W,0.013219104,0.047619048,0,0
YER063W,0,0,0,0
YNL259C,0.123433384,0.333333333,0.001428163,0
YGR162W,0.120418026,0.2,0.000285633,0
YNL006W,0,0,0,0
YGR247W,0,0,0,0
YGR154C,0,0,0,0
YMR157C,0.363443957,0.501976285,0.097305532,0
YER007W,0.009826498,0.035714286,0.000114253,0
YOR140W,0.048894517,0.25,0.002225555,0
YNL138W,0.013586723,0.2,0.001829409,0
YLR045C,0.017376908,0.333333333,0,0
YMR140W,0,0,0,0
YHR103W,0,0,0,0
YBR139W,0,0,0,0
YER037W,0,0,0,0
YDR056C,0.047388241,0.031620553,0.003879844,0
YDL043C,0.023647508,0.066666667,0.000714082,0
YFR015C,0.030385767,0.222222222,0.004428667,0
YIL008W,0,0,0,0
YDR224C,0.04374789,0.333333333,0.00165667,0
YMR028W,0,0,0,0
YLR168C,0,0,0,0
YOR392W,0,0,0,0
YKR088C,0.035729394,0.107142857,0,0
YPL218W,0,0,0,0
YIL064W,0,0,0,0
YML126C,0,0,0,0
YKR092C,0,0,0,0
YOR389W,0,0,0,0
YOL143C,0.030657089,0.666666667,0.001197603,0
YDR080W,0.068312435,0.4,0.011756196,0
YOR216C,0,0,0,0
YDR251W,0,0,0,0
YER011W,0,0,0,0
YOR108W,0.478623842,0.145363409,0.060375916,0
YCR009C,0,0,0,0
YGR013W,0,0,0,0
YKR081C,0,0,0,0
YKL114C,0.00283018,1,0.001033718,0
YPL165C,0,0,0,0
YER031C,0.017376908,0.666666667,0,0
YBR050C,0.00252288,0.066666667,0.001028278,0
YJL139C,0,0,0,0
YNL078W,0.02746749,0.3,0.001339228,0
YKL082C,0,0,0,0
YKL176C,0,0,0,0
YKL019W,0,0,0,0
YGR023W,0,0,0,0
YNL220W,0,0,0,0
YBR089W,0.022640186,0.666666667,0,0
YIL156W,0,0,0,0
YIL056W,0,0,0,0
YLR120C,0,0,0,0
YPL029W,0,0,0,0
YCL043C,0,0,0,0
YAL022C,0,0,0,0
YBR117C,0,0,0,0
YJL090C,0.005999838,0.333333333,0,0
YKR029C,0,0,0,0
YER009W,0,0,0,0
YPL229W,0,0,0,0
YBL054W,0.141963494,0.199134199,0.02689619,0
YGL216W,0,0,0,0
YBR039W,0,0,0,0
YOR375C,0.146475448,0.132352941,0.006275531,0
YDR054C,0.012313013,0.333333333,0,0
YJR037W,0.276612577,0.316205534,0.022161263,0
YLR234W,0,0,0,0
YHR079C,0,0,0,0
YNL225C,0.027524778,0.5,0.001713796,0
YBR228W,0,0,0,0
YCR023C,0.006193395,0.333333333,0.00060799,0
YLR063W,0,0,0,0
YCR014C,0,0,0,0
YOL035C,0,0,0,0
YDR366C,0,0,0,0
YDR226W,0,0,0,0
YOR009W,0,0,0,0
