Proteins,ECC,CC,GO,SubCell
YDL154W,0.679959556,1,0.019347499,0
YPL081W,0.001352438,0.1,0.001187085,0
YHL030W,0,0,0,0
YLR198C,0.126719115,0.758333333,0.021848984,0
YHR039CA,0.001138859,1,0.002374169,0
YJL122W,0.000418377,0.027777778,0.00534188,0
YDR383C,0.286446665,0.78219697,0.052291073,0.027210884
YDR116C,0,0,0,0
YBL061C,0.015262406,0,0.002374169,0
YHR184W,0.07140442,0.777777778,0.006267806,0
YFR033C,0,0,0,0
YGR146C,0.010599378,0.523809524,0,0
YLR337W,0,0,0,0
YDR511W,0,0,0,0
YOR288C,0.004459794,0.111111111,0.00195021,0
YCR033W,0,0,0,0
YOL131W,0,0,0,0
YKL107W,0.022257675,0.107142857,0.015075973,0
YIL007C,0,0,0,0
YOR388C,0.001338808,0.005847953,0.003561254,0
YLR452C,0,0,0,0
YLR118C,0.99061323,1,0.006790123,0
YML073C,0.031072124,0.208791209,0.008156966,0
YKL018W,0.07140442,0.777777778,0.007359924,0.000408163
YEL024W,0.006006039,0.095238095,0.001560168,0.000362812
YJL110C,0,0,0,0
YDR464W,0.99061323,1,0.006790123,0
YIL018W,0,0,0,0
YOL034W,0.036083973,0.428571429,0.002903716,0
YBR136W,0.478855173,0.826981246,0.323516144,0
YLR009W,0.020804112,0.285714286,0.000730057,0
YGR261C,0,0,0,0
YLR446W,0,0,0,0
YHR056C,0,0,0,0
YDR289C,0.539677139,0.660406886,0.370766348,0
YLR276C,0.008479114,0,0,0
YDR020C,0,0,0,0
YLR177W,0,0,0,0
YDR063W,0,0,0,0
YNL245C,0.965697679,0.929473994,0.007561728,0
YNL301C,0.130548076,0.857142857,0.027807455,0
YKR052C,0.030403681,0.178571429,0.002630664,0
YDR480W,0.013425264,0.5,0.00071861,0
YEL003W,0.013425264,1,0.00071861,0
YML094W,0,0,0,0
YDR442W,0.011019983,0.523809524,0.004985755,0
YLR192C,0.072142978,0.321052632,0.022373152,0
YCR093W,0.018018118,0.136363636,0.002096052,0
YDR422C,0,0,0,0
YLR359W,0,0,0,0
YKR011C,0.008934946,0.3,0.000605413,0
YGR246C,0.066423978,0.43956044,0.00972228,0
YER171W,0,0,0,0
YCLX08C,0,0,0,0
YAL034WA,0,0,0,0
YBR207W,0.030524811,1,0,0
YJL098W,0,0,0,0
YBR263W,0,0,0,0
YEL070W,0,0,0,0
YPL075W,0.067025379,0.722222222,0.000741928,0
YGL022W,0,0,0,0
YDR072C,0,0,0,0
YOL003C,0,0,0,0
YNL285W,0,0,0,0
YFL068W,0,0,0,0
YNL183C,0,0,0,0
YNL253W,0,0,0,0
YBR012WB,0,0,0,0
YOR359W,0.012718671,0,0.001729752,0
YIR005W,0,0,0,0
YGL093W,0.377837602,0.742682927,0.064814815,0
YJL063C,0.126187389,0.742857143,0.012784476,0
YOR334W,0.001160055,0.1,0.00154321,0
YOR164C,0,0,0,0
YHR130C,0,0,0,0
YNR034W,0.000395936,1,0.000801282,0
YDR485C,0.001464321,0.1,0,0
YHR098C,0,0,0,0
YDL240W,0.258087281,0.617021277,0.116452897,0
YOR272W,0,0,0,0
YOR119C,0,0,0,0
YLR247C,0.030929496,0.266666667,0.007803102,0
YIL066C,0.336211355,0.910984848,0.023890076,0
YLR312WA,0.008479114,0,0,0
YBR037C,0.082667261,1,0.010208927,0
YPR166C,0,0,0,0
YCR024C,0,0,0,0
YPL207W,0.012718671,0.2,0.002255461,0
YEL036C,0,0,0,0
YOR317W,0,0,0,0
YDR105C,0.000424074,1,0.000267094,0
YDR459C,0,0,0,0
YGR159C,0,0,0,0
YPR049C,0,0,0,0
YML119W,0,0,0,0
YOR196C,0.008479114,0,0,0
YBR203W,0.030592259,0.6,0.001887464,0
YKR084C,0.001059889,0.333333333,0,0
YBR098W,0,0,0,0
YNL127W,0,0,0,0
YKL044W,0,0,0,0
YPL244C,0.012718671,0,0,0
YAL017W,0,0,0,0
YOR390W,0,0,0,0
YIL169C,0.00087285,1,0,0
YOR374W,0.008864529,1,0.001460114,0
YMR095C,0,0,0,0
YLR194C,0.005723402,0.166666667,0.000569801,0
YKL110C,0.018018118,0.091503268,0.004949153,0
YJL074C,0.017412869,0.158333333,0.00585898,0
YEL009C,0,0,0,0
YOR311C,0,0,0,0
YMR282C,0.027229519,0.19047619,0.000738034,0
YMR094W,0,0,0,0
YKL070W,0,0,0,0
YIL085C,0,0,0,0
YNL024C,0.004684889,0.095238095,0,0
YDR385W,0.028811561,0.111111111,0.010478989,0
YJL026W,0,0,0,0
YPL052W,0,0,0,0
YMR218C,0,0,0,0
YFR038W,0,0,0,0
YJL107C,0.006359336,1,0,0
YDR086C,0,0,0,0
YMR020W,0,0,0,0
YGR207C,0,0,0,0
YML021C,0,0,0,0
YFL051C,0,0,0,0
YGL131C,0.023317564,0.022222222,0,0
YLR233C,0,0,0,0
YGR117C,0,0,0,0
YML062C,0.13104952,1,0.021848984,0
YDL184WB,0,0,0,0
YDR342C,0,0,0,0
YFL049W,0.034976346,0.333333333,0.003958079,0
YOR069W,0.355530852,0.888888889,0.130579297,0
YBR173C,0,0,0,0
YDR062W,0.01483845,1,0.002047721,0
YJL183W,0.679959556,1,0.019347499,0
YOL040C,0,0,0,0
YHL017W,0,0,0,0
YMR101C,0,0,0,0
YEL018W,0.001956719,0.166666667,0.000213675,0
YGL095C,0,0,0,0
YJR104C,0,0,0,0
YNL231C,0,0,0,0
YLR261C,0,0,0,0
YMR071C,0.673604205,0.964912281,0.051952754,0
YLR167W,0,0,0,0
YGR142W,0,0,0,0
YDR071C,0.00158602,0.055555556,0.000752951,0
YER105C,0.037526117,0.177865613,0.009356835,0
YGL092W,0,0,0,0
YPR149W,0,0,0,0
YOR383C,0,0,0,0
YJL066C,0,0,0,0
YDL183C,0.020290371,0.2,0.01326567,0
YER023W,0.000349014,0.035714286,0.000771605,0
YIL132C,0,0,0,0
YBR065C,0.499415717,0.401782178,0.9002849,0
YLR409C,0,0,0,0
YGL105W,0.009591998,0.5,0.003835979,0
YKL117W,0.022535724,0.2,0.011704653,0
YBR175W,0,0,0,0
YFL065C,0.392228656,0.876876877,0.088675214,0
YKR085C,0.006359336,0.166666667,0,0
YMR319C,0.066559937,1,0.008996264,0
YJL148W,0.0674475,0.622222222,0.008155271,0
YOR045W,0.000824938,0.066666667,0,0
YOR023C,0,0,0,0
YMR177W,0.109017183,0.452631579,0.013496727,0
YHR005CA,0.001517315,0.047619048,0.000724122,0
YOR231W,0,0,0,0
YHR211W,0,0,0,0
YJR048W,0.05016626,0.084656085,0.026092118,0
YLR291C,0,0,0,0
YMR212C,0,0,0,0
YNL013C,0.002119779,0.066666667,0,0
YMR065W,0,0,0,0
YJL179W,0.004349193,0.095238095,0,0
YGR192C,0.666652408,0.932849365,0.019347499,0
YJR145C,0,0,0,0
YHL029C,0.217340458,0.648148148,0.034247388,0
YDR337W,0,0,0,0
YML060W,0,0,0,0
YDR478W,0.005704131,0.266666667,0.001638177,0
YKL150W,0,0,0,0
YBR141C,0,0,0,0
YLR153C,0,0,0,0
YIL053W,0,0,0,0
YAL051W,0,0,0,0
YPR070W,0.009829881,0.833333333,0.013176638,0
YMR078C,0,0,0,0
YGR238C,0.020685304,0.285714286,0.006588319,0
YGR193C,0.049470621,0.069804336,0.042729814,0
YLR347C,0.436587892,0.80293501,0.134776337,0
YPL266W,0.003291891,1,0.001424501,0
YOR205C,0.001241034,1,0.001293922,0
YOR062C,0.016170882,0.4,0.001773208,0
YLR396C,0.019359426,0.236363636,0.006784188,0
YLR033W,0,0,0,0
YFL013C,0.013010057,0.285714286,0.002572582,0
YJL081C,0,0,0,0
YCR011C,0.06781747,0.231729055,0.087517806,0.025487528
YMR012W,0,0,0,0
YER028C,0.005117116,0.142857143,0.001348314,0
YDL042C,0.679959556,1,0.019347499,0
YLR287CA,0,0,0,0
YJL100W,0,0,0,0
YER104W,0.021909709,0.485714286,0.011849865,0
YKR059W,0,0,0,0
YHR039C,0.006391212,0.133333333,0.002581909,0
YMR270C,0,0,0,0
YKR089C,0,0,0,0
YPR123C,0,0,0,0
YIL023C,0.011469929,0.476190476,0.00379867,0
YIL150C,0,0,0,0
YNR073C,0.001065527,0.022222222,0.00267094,0
YDR277C,0,0,0,0
YIL077C,0.025437343,1,0,0
YER138C,0.114032066,0.604761905,0.071911884,0
YIL021W,0.494662134,0.711538462,0.223432511,0
YER006W,0.003629318,0.2,0.000738034,0
YDR409W,0,0,0,0
YDR331W,0.027165283,0.305555556,0.006766382,0
YCR053W,0.000427549,0.1,0.001780627,0
YLR435W,0,0,0,0
YOL002C,0.015323394,1,0,0
YOR038C,0.99061323,1,0.006790123,0
YHR141C,0.316332751,0.75168691,0.109168956,0
YLR275W,0.037089542,0.136363636,0.026080247,0
YMR199W,0,0,0,0
YDL100C,0,0,0,0
YLR083C,0.002331756,1,0,0
YER123W,0.066930755,0.551282051,0.012678063,0.006530612
YOR250C,0.360711541,0.346374829,0.306214387,0
YGL120C,0.014471416,0.164835165,0.002222178,0
YOL123W,0,0,0,0
YNL016W,0.985006061,0.976234568,0.006790123,0
YHL033C,0.026833903,0.107142857,0.000890313,0
YLR025W,0.040552175,0.25,0.017806268,0
YFL059W,0.016958228,0,0.001780627,0
YNL032W,0.02537072,0.022058824,0.002317618,0
YER125W,0.017527492,0.166666667,0.023148148,0
YJL218W,0,0,0,0
YGR033C,0,0,0,0
YJL210W,0.38323093,0.907539118,0.104799001,0
YPR108W,0.089788294,0.505263158,0.052744285,0.006530612
YJL140W,0.020963624,0.066666667,0.00150364,0
YER161C,0,0,0,0
YBL112C,0.487397286,0.552280702,1,0.709750567
YNR053C,0,0,0,0
YDR463W,0,0,0,0
YLR265C,0,0,0,0
YDR346C,0.01211302,0.2,0.001810304,0
YPL094C,0.00300302,0.1,0.000553973,0
YPL059W,0,0,0,0
YEL076WC,0,0,0,0
YGL258W,0,0,0,0
YKL106W,0.021197786,0,0.006766382,0
YML042W,0,0,0,0
YLR077W,0,0,0,0
YKL188C,0.019925918,1,0,0
YEL017CA,0.005723402,0.166666667,0,0
YPR047W,0.004239895,1,0.000792379,0
YOR048C,0.334809139,0.539591837,0.189802944,0
YFR052W,0.012718671,0,0,0
YGL220W,0.014061749,0.285714286,0,0
YDR127W,0.007419225,0.333333333,0.000807217,0
YPR176C,0,0,0,0
YGR174C,0.021053255,0.066666667,0.004787908,0
YFL009W,0,0,0,0
YOR321W,0,0,0,0
YBL052C,0.002746077,0.166666667,0,0
YJR060W,0,0,0,0
YBR185C,0.032918914,0.066666667,0.009645062,0.003265306
YGL153W,0.003618638,0.2,0.003323837,0
YBR152W,0.005299446,0.166666667,0,0
YCL019W,0.000288815,0.166666667,0.000508751,0
YDL055C,0.054375044,0.454545455,0.006164137,0
YDR097C,0,0,0,0
YCL069W,0.05034842,0.137096774,0.029285408,0
YHR041C,0.000821191,0.2,0.001424501,0
YGL170C,0.054478309,1,0.001424501,0
YJL111W,0.003602847,0.142857143,0.00730057,0
YFR008W,0,0,0,0
YIR044C,0.679959556,1,0.019347499,0
YMR230W,0,0,0,0
YJR062C,0.133309591,1,0.021901709,0
YDR377W,0,0,0,0
YDL028C,0.984723041,0.975617284,0.006790123,0
YLR406C,0.015262406,0,0.001729752,0
YMR038C,0,0,0,0
YGR294W,0.031796678,0.007326007,0.029842457,0
YML064C,0.002543734,0.333333333,0.000356125,0
YPL001W,0,0,0,0
YHR209W,0.015262406,0.266666667,0.00071861,0
YMR312W,0,0,0,0
YMR030W,0.064865224,0.75,0.003038936,0
YDL067C,0.008479114,0,0,0
YIL122W,0.006359336,0.333333333,0.000296771,0
YHL003C,0,0,0,0
YPL135W,0.002119779,0.027777778,5.94E-05,0
YER149C,0,0,0,0
YOR225W,0,0,0,0
YPR003C,0,0,0,0
YMR228W,0.305869598,0.935483871,0.017865622,0
YPL173W,0,0,0,0
YPR199C,0,0,0,0
YMR289W,0,0,0,0
YDR349C,0,0,0,0
YLR123C,0.032122816,0.363636364,0.001551689,0
YBL002W,0.074200472,0.561253561,0.117521368,0
YNL308C,0,0,0,0
YCL009C,0,0,0,0
YLR131C,0,0,0,0
YGL249W,0.021102016,0.142857143,0.011217949,0
YGR054W,0,0,0,0
YML116W,0,0,0,0
YDR221W,0.003179668,0.1,0.0002035,0
YMR108W,0,0,0,0
YIL110W,0.008563188,0.333333333,0.00308642,0.002403628
YKR037C,0,0,0,0
YEL041W,0,0,0,0
YER036C,0.012718671,0,0.001661918,0
YML088W,0.034039445,0.145454545,0.002369555,0
YDR227W,0.01816953,0,0.001377018,9.07E-05
YKL113C,0,0,0,0
YKR035C,0,0,0,0
YKR104W,0.011601292,0.75,0.004427825,0
YDL209C,0.060823543,0.274853801,0.016006987,0
YDL165W,0,0,0,0
YDL230W,0,0,0,0
YKL174C,0.00902711,0.6,0.014245014,0
YOR179C,0,0,0,0
YPL191C,0,0,0,0
YOR109W,0.012718671,0,0.001851852,0
YNL230C,0,0,0,0
YHR049W,0.035360617,0.227272727,0.004176842,0
YDR395W,0,0,0,0
YLR112W,0.017377544,0.055913978,0.027172365,0
YPL070W,0.984410915,0.975308642,0.006790123,0
YGL147C,0.019078007,0,0.000971251,0
YOR043W,0,0,0,0
YGR111W,0.000538098,0.166666667,0.000890313,0.000362812
YGL096W,0,0,0,0
YLR213C,0,0,0,0
YFL056C,0.513819517,0.807650273,0.408321463,0.349433107
YHR170W,0.001825647,0.066666667,0.000983584,0
YPR185W,0,0,0,0
YNL191W,0,0,0,0
YPL245W,0,0,0,0
YMR195W,0.027382967,0.088888889,0.007979675,0
YJR090C,0,0,0,0
YJL182C,0.131529869,0.868131868,0.038224122,0
YPR134W,0.377539,0.795102041,0.103932837,0
YLR129W,0,0,0,0
YMR155W,0.008479114,0,0.000237417,0
YDR369C,0,0,0,0
YOR176W,0,0,0,0
YDR281C,0,0,0,0
YGL225W,0.975493292,0.95182174,0.044088319,0
YOL127W,0.008479114,0,0.000219154,0
YKL048C,0.000885765,0.333333333,0.000712251,0
YJL180C,0,0,0,0
YNL188W,0.199052362,0.416666667,0.08466089,0.03047619
YBR154C,0.006803025,0.027667984,0.002101679,0
YMR032W,0.01816953,0,0.004985755,0.000362812
YHR105W,0.01816953,0,0.001933252,0.000362812
YER173W,0,0,0,0
YDR151C,0,0,0,0
YIL050W,0,0,0,0
YKR080W,0.110041478,0.42687747,0.039924196,0
YJR007W,0.003532964,0.066666667,0.001210826,0
YDR469W,0,0,0,0
YGL091C,0.007997346,0.107142857,0.000330688,0
YIL105C,0.009993242,0.333333333,0.000821828,0
YDL077C,0.026187196,0.083333333,0,0
YLR324W,0,0,0,0
YEL011W,0,0,0,0
YNL133C,0.037792623,0.8,0.004570275,0.000362812
YPL210C,0,0,0,0
YEL042W,0,0,0,0
YJL091C,0,0,0,0
YLR305C,0.380721598,0.791463415,0.271130104,0
YER021W,0,0,0,0
YDR407C,0,0,0,0
YOR271C,0,0,0,0
YPL112C,0,0,0,0
YGL071W,0.026721021,0.127272727,0.00997151,0
YFR034C,0.016040575,0.333333333,0.003648306,0
YDL003W,0.009712827,0.034920635,0.008679037,0
YNL118C,0,0,0,0
YBR222C,0.061518536,0.575757576,0.012497032,0.006530612
YLR357W,0,0,0,0
YDL155W,0.012506693,1,0.001341765,0
YLR212C,0,0,0,0
YGR161C,0.028263714,0.266666667,0.002002781,0
YGR047C,0.118459115,0.297979798,0.091587669,0.071564626
YBR079C,0,0,0,0
YLR205C,0.012718671,0,0,0
YLR032W,0,0,0,0
YLR211C,0,0,0,0
YBR018C,0.012718671,0,0.000712251,0
YDR267C,0,0,0,0
YDR474C,0,0,0,0
YBL101WA,0,0,0,0
YDR254W,0.005723402,0.166666667,0.000801282,0
YPL002C,0.679959556,1,0.019347499,0
YKL156W,0,0,0,0
YDR274C,0,0,0,0
YFL067W,0,0,0,0
YNL316C,0,0,0,0
YJR144W,0.008601371,0.285714286,0.005163818,0
YJR159W,0,0,0,0
YOR188W,0.021576317,0.1,0.008992165,0
YML058W,0,0,0,0
YLR110C,0,0,0,0
YER066CA,0,0,0,0
YDR528W,0.282570525,0.765217391,0.168538869,0.05260771
YOR310C,0.001059889,0.035714286,0,0
YKR030W,0,0,0,0
YNL293W,0.011901042,0.5,0.001709402,0
YHR012W,0,0,0,0
YLR076C,0.00154441,0.1,0,0
YML124C,0,0,0,0
YJR119C,0,0,0,0
YPR023C,0,0,0,0
YPR058W,0,0,0,0
YMR144W,0,0,0,0
YLR374C,0,0,0,0
YHR015W,0,0,0,0
YNR066C,0,0,0,0
YML133C,0.16836103,0.544334975,0.029233935,0
YHR143WA,0,0,0,0
YDL054C,0,0,0,0
YOL080C,0,0,0,0
YOR315W,0,0,0,0
YOL022C,0.075558585,0.433333333,0.01969882,0
YIL106W,0,0,0,0
YDR516C,0,0,0,0
YDL096C,0.018531156,0.181818182,0.002413739,0
YGL206C,0.004239557,0.166666667,0.000983584,0
YDR164C,0.002384751,0.333333333,0.000445157,0
YER018C,0.018475544,0.166666667,0.000724122,0
YPL140C,0.078984057,0.752380952,0.053181387,0.006530612
YML098W,0.020667841,0.01463964,0.044780198,0
YER022W,0.025437343,0.00952381,0,0
YPL031C,0,0,0,0
YOL073C,0.552792809,0.537072503,0.472674162,0.961269841
YMR049C,0.352274181,0.70361991,0.105578525,0
YDL166C,0,0,0,0
YDL062W,0,0,0,0
YBL006C,0,0,0,0
YCR068W,0,0,0,0
YDR446W,0,0,0,0
YDR494W,0,0,0,0
YJL192C,0,0,0,0
YNL258C,0.002876842,0.047619048,0,0
YHR161C,0,0,0,0
YLR434C,0,0,0,0
YBR273C,0.089203708,0.588235294,0.030047987,0.009795918
YDR145W,0,0,0,0
YDL157C,0,0,0,0
YOR274W,0,0,0,0
YIR025W,0,0,0,0
YNL050C,0,0,0,0
YIL136W,0.006512028,0.151515152,0.01151472,0
YDR148C,0.37968295,0.887301587,0.063865147,0
YDR237W,0,0,0,0
YML120C,0.004076497,0.2,0.003027066,0
YJR086W,0.38286212,0.865047233,0.110458851,0
YGR135W,0.001059889,0.166666667,0,0
YMR253C,0,0,0,0
YLR252W,0.025872917,0.138888889,0.001731686,0
YLL050C,0,0,0,0
YLR440C,0.005741067,0.133333333,0.001187085,0.000952381
YKR083C,0.016910169,0.333333333,0.00076513,0
YER177W,0.005299446,0.166666667,0.001163343,0
YDR082W,0.004824243,0.333333333,0.002054196,0
YDR390C,0,0,0,0
YDR139C,0,0,0,0
YER010C,0,0,0,0
YKL075C,0.053486042,0.424242424,0.003531576,0
YDL195W,0,0,0,0
YDL110C,0,0,0,0
YML035C,0,0,0,0
YKL050C,0,0,0,0
YGL157W,0.004504147,0.133333333,0.000178063,0
YOL012C,0,0,0,0
YLR236C,0.065713135,0.527272727,0.012405033,0.000362812
YMR203W,0.532557295,0.696517413,0.231795629,0
YNL182C,0,0,0,0
YML082W,0.006359336,0.166666667,0,0
YML075C,0.015050428,1,0,0
YPL164C,0,0,0,0
YDR351W,0,0,0,0
YHR156C,0.008331689,0.666666667,0.013651472,0.000362812
YMR112C,0,0,0,0
YBR067C,0,0,0,0
YGR205W,0.077159939,0.777777778,0.002802958,0
YAL033W,0.024098535,0.007352941,0.000864073,0
YPL022W,0.006905339,0.333333333,0,0
YPR028W,0.055070787,0.308333333,0.004252872,0
YPR181C,0,0,0,0
YGL039W,0.067139413,0.450549451,0.007930905,0
YDL108W,0.019078007,0,0,0
YNL218W,0.027042318,0.533333333,0.001664886,0
YJL054W,0,0,0,0
YLR239C,0.000829479,0.1,0,0
YBL066C,0.003532964,0.166666667,0.000830959,0.000362812
YKL052C,0.017270617,0.25,0.004372428,0
YBR221C,0,0,0,0
YGR243W,0.074790373,0.40719697,0.039916008,0
YMR310C,0,0,0,0
YBR213W,0,0,0,0
YGR045C,0.028831448,0.031578947,0,0
YNL094W,0,0,0,0
YBL036C,0,0,0,0
YFR045W,0,0,0,0
YHR151C,0.020950478,0.066666667,0.001678877,0
YGL035C,0,0,0,0
YPL263C,0,0,0,0
YLR030W,0,0,0,0
YNL066W,0,0,0,0
YJL120W,0.088972362,0.452631579,0.029337946,0
YOL142W,0.00124537,0.166666667,0,0
YDR508C,0,0,0,0
YGR042W,0.521136462,0.718881119,0.495815527,0
YNL110C,0,0,0,0
YNL291C,0.0523054,0.666666667,0.021011396,0
YIR008C,0,0,0,0
YIL117C,0.008491079,0.952380952,0.004451567,0
YML093W,0,0,0,0
YBL098W,0,0,0,0
YLR250W,0,0,0,0
YKL051W,0,0,0,0
YGL154C,0.015647469,0.095588235,0.013108003,0
YOL004W,0.006813574,0.333333333,0.001444851,0
YGL062W,0,0,0,0
YHR178W,0,0,0,0
YCL052C,0.679959556,1,0.019347499,0
YNL302C,0.01816953,0,0.001808021,0
YLR429W,0.532315691,0.719583899,0.332596493,0.812517007
YLR002C,0,0,0,0
YDR316W,0.001907801,0.015151515,0.000797858,0
YER032W,0.243121839,0.257142857,0.157367555,0
YER112W,0,0,0,0
YGR196C,0,0,0,0
YLR206W,0,0,0,0
YHR177W,0.017554795,1,0.001963777,0
YBR094W,0,0,0,0
YNL035C,0.035249348,0.25,0.002967711,0
YDL074C,0,0,0,0
YIL135C,0,0,0,0
YAR009C,0,0,0,0
YKR064W,0.026329142,0.5,0.004349817,0
YNL093W,0.004239557,0.333333333,0,0
YDR320C,0.004975656,0.5,0.001424501,0
YKL059C,0,0,0,0
YGR126W,0.003936732,1,0,0
YJL024C,0,0,0,0
YGR277C,0,0,0,0
YDL211C,0.054000563,0.147368421,0.004275817,0
YDL017W,0,0,0,0
YGR269W,0,0,0,0
YDR013W,0,0,0,0
YMR097C,0,0,0,0
YDL238C,0,0,0,0
YMR019W,0,0,0,0
YMR181C,0.012718671,0,0,0
YLR309C,0.005723402,0.166666667,0.001068376,0
YMR077C,0.186763179,0.584045584,0.021308167,0
YPL013C,0.020812371,0,0.002849003,0
YOL133W,0,0,0,0
YBL010C,0,0,0,0
YIR042C,0.006672824,0.03030303,0.037749288,0
YBR270C,0.019342979,0.108333333,0.002808303,0
YDR477W,0,0,0,0
YNL015W,0.003327559,0.333333333,0,0
YNL313C,0,0,0,0
YOL110W,0,0,0,0
YFR021W,0,0,0,0
YGL102C,0,0,0,0
YIL098C,0.000272543,0.166666667,0,0
YNR071C,0.023480624,0.018181818,0.001899335,0
YHR158C,0.657044893,0.901811806,0.021881077,0
YER131W,0,0,0,0
YBR081C,0,0,0,0
YGL149W,0,0,0,0
YGR036C,0,0,0,0
YJL170C,0,0,0,0
YBR248C,0,0,0,0
YLR354C,0.015262406,0,0,0
YCL011C,0.006359336,0.166666667,0,0
YMR056C,0,0,0,0
YER007CA,0,0,0,0
YGR169C,0.99061323,1,0.006790123,0
YDL184C,0.003715847,0.5,0.000741928,0
YOR086C,0,0,0,0
YOR202W,0.04886713,0.363636364,0.002145231,0
YDL143W,0.030096726,0.666666667,0.030982906,0
YER070W,0.014414494,0.3,0.00042735,0
YAR008W,0,0,0,0
YDR492W,0.372701695,0.929429429,0.144871795,0.104852608
YER094C,0,0,0,0
YOL078W,0,0,0,0
YOR252W,0.317496775,0.917647059,0.113432144,0
YLR298C,0.012718671,0,0,0
YGR052W,0.039099604,0.133333333,0.017568851,0
YCR088W,0.020156789,0.111111111,0.008606363,0
YNL084C,0.023448012,0.071428571,0.00460292,0
YPL115C,0.008479114,0,0,0
YGR041W,0.482742743,0.469493844,0.198305794,0
YGR145W,0.005304737,0.266666667,0.002492877,0
YHR216W,0,0,0,0
YBR134W,0,0,0,0
YNR039C,0,0,0,0
YFL014W,0,0,0,0
YJL013C,0.017212688,0.236363636,0.001305793,0
YHR099W,0,0,0,0
YDR363W,0,0,0,0
YGL053W,0.03729005,0.583333333,0.005223172,0
YHL025W,0.00323448,0.333333333,0.00444761,0
YHR086W,0.094957497,1,0.008760684,0
YDR118W,0,0,0,0
YMR316W,0.013373493,0.125,0.008376718,0
YDR378C,0,0,0,0
YBR105C,0,0,0,0
YBR250W,0,0,0,0
YGR219W,0.042569828,0.761904762,0.001083215,0
YJL085W,0,0,0,0
YHL049C,0.665775258,0.931639443,0.019347499,0
YNL096C,0.443050666,0.791055206,0.213374203,0
YHR169W,0,0,0,0
YGR105W,0.02335996,0.095238095,0.002301118,0
YDR130C,0,0,0,0
YGL252C,0.000289931,0.047619048,0.000890313,0
YDR229W,0,0,0,0
YKR040C,0.003888632,0.072727273,0.002276626,0
YLL024C,0.008479114,0,0,0
YPR104C,0,0,0,0
YOR073W,0,0,0,0
YCR087W,0.006359336,0.166666667,0.000213675,0
YOR370C,0.99061323,1,0.006790123,0
YKR094C,0.135520472,0.95320197,0.202872745,0
YER002W,0,0,0,0
YDL112W,0,0,0,0
YMR072W,0.99061323,1,0.006790123,0
YLL045C,0,0,0,0
YOR366W,0.000336694,0.005847953,0,0
YKR086W,0,0,0,0
YNR016C,0.008479114,0,0.000219154,0
YHR073W,0,0,0,0
YIL124W,0.008479114,0,0,0
YPR071W,0.075416396,0.554187192,0.038233449,0
YBR084W,0.012718671,0,0.002136752,0
YMR246W,0.004239557,0.333333333,0.000979345,0
YBR121C,0,0,0,0
YGL126W,0.014236362,0.285714286,0.000712251,0
YDR244W,0.011446804,0.333333333,0.001406695,0
YLR417W,0,0,0,0
YAL018C,0,0,0,0
YJL202C,0,0,0,0
YML037C,0,0,0,0
YCL063W,0,0,0,0
YDL025C,0.002746077,1,0.000106838,0
YPL226W,0.001756388,0.1,0.00267094,0
YCR038C,0.008245348,0.424242424,0.014957265,0
YCL037C,0.386194976,0.830725462,0.058909069,0
YHR147C,0,0,0,0
YMR064W,0,0,0,0
YDR339C,0,0,0,0
YNR001C,0,0,0,0
YDR003W,0,0,0,0
YPR179C,0.030252268,1,0.004451567,0
YKL122C,0.026543314,0.014285714,0,0
YIR038C,0.022787619,0.133333333,0.009259259,0.000362812
YDR100W,0.005254481,0.2,0.001305793,0
YJL143W,0.056038679,0.100806452,0.020340976,0
YER179W,0,0,0,0
YLR094C,0,0,0,0
YDL050C,0,0,0,0
YER184C,0.00272543,0.066666667,0,0
YNL027W,0,0,0,0
YGL180W,0,0,0,0
YKL078W,0,0,0,0
YLR416C,0.000346086,0.1,0,0
YEL068C,0.99061323,1,0.006790123,0
YOL120C,0.679959556,1,0.019347499,0
YOL121C,0.007073872,0.333333333,0.018251425,0
YLR183C,0,0,0,0
YMR237W,0,0,0,0
YBR011C,0,0,0,0
YML104C,0,0,0,0
YFR042W,0.005723402,1,0.000222578,0
YMR089C,0.99061323,1,0.006790123,0
YDL082W,0,0,0,0
YNL097C,0,0,0,0
YFL027C,0,0,0,0
YOR336W,0,0,0,0
YDR133C,0.31890858,0.698780488,0.174531102,0
YDR235W,0.666652408,0.932849365,0.019347499,0
YBR048W,0.123944699,0.676470588,0.021848984,0
YHR026W,0,0,0,0
YDL023C,0.0593538,0.424242424,0.006959707,0.000362812
YGR082W,0,0,0,0
YGR057C,0,0,0,0
YPR051W,0.004485175,0.026143791,0.000949668,0
YHL002W,0,0,0,0
YOR142W,0.975486078,0.95182174,0.006790123,0
YOR063W,0,0,0,0
YIL006W,0.005195992,0.038461538,0.000771605,0
YLR371W,0,0,0,0
YAR069C,0.06826234,0.730769231,0.008244268,0
YNL232W,0.99061323,1,0.006790123,0
YPL079W,0,0,0,0
YBL065W,0.107902234,0.478947368,0.022673314,0.000362812
YDL181W,0.012718671,0,0.000593542,0
YDL156W,0,0,0,0
YPL114W,0,0,0,0
YHR038W,0,0,0,0
YJL052W,0,0,0,0
YLR156W,0,0,0,0
YDR183W,0.010322467,0.138888889,0.002564103,0
YIL115C,0.320685202,0.702439024,0.190467711,0
YPR101W,0,0,0,0
YKL010C,0.023259921,0.133333333,0.005163818,0
YGR010W,0.002569429,0.333333333,0.000949668,0
